id,source_id,external_id,external_url,slug,title,provider_name,description,amount_value,amount_currency,amount_display,awards_count,frequency,study_level,funding_type,citizenships,eligible_countries,excluded_countries,eligible_genders,minimum_gpa,requires_essay,need_based,merit_based,school_name,country,state_region,application_open_at,deadline_at,start_term,is_recurring,is_active,is_featured,last_verified_at,source_last_synced_at,tags,eligibility_summary,application_requirements,contact_info,raw_payload,created_at,updated_at
f9d8233d-2c48-4b25-bdcb-e95d0e325414,bed37b54-c78d-4da8-9a3a-290adf2f6e16,melbourne-international-undergraduate-scholarship,https://scholarships.unimelb.edu.au/awards/melbourne-international-undergraduate-scholarship,melbourne-international-undergraduate-scholarship,Melbourne International Undergraduate Scholarship,The University of Melbourne,Offered to high-achieving international students enrolling in a bachelor degree. Provides a 25% fee sponsorship for the duration of the course.,,AUD,25% fee remission,110,yearly,"[""undergraduate""]","[""merit"",""tuition""]",,[],[],[],,false,false,true,The University of Melbourne,Australia,,2026-03-08 05:16:02.319197+00,,Future study,true,true,true,2026-03-08 05:16:02.319197+00,2026-03-08 05:16:02.319197+00,"[""international"",""undergraduate"",""merit-based"",""tuition-remission""]",International students enrolling in a bachelor degree who are citizens of countries where international educational opportunities are limited by financial disadvantage. No separate scholarship application required; students are automatically considered when they apply for admission.,"{""must_meet"":[""Be a citizen of an eligible country"",""Meet entry requirements for an Overseas Fee place in a bachelor degree"",""Have completed secondary school outside Australia or a foundation program in Australia"",""Not have previously undertaken tertiary studies except extension studies completed as part of Year 12""],""application_mode"":""automatic"",""separate_application_required"":false}",,"{""source"":""University of Melbourne official scholarship page"",""quantity"":""At least 110"",""official_name"":""Melbourne International Undergraduate Scholarship"",""benefit_amount"":""25% fee remission"",""benefit_duration"":""One or more years"",""application_status"":""Open for automatic consideration"",""eligible_study_level"":""Undergraduate"",""eligible_student_type"":""International students""}",2026-03-08 05:16:02.319197+00,2026-03-08 05:16:02.319197+00
